,bullishHorn,bearHorn,bullishHigh,bearHigh,bullishLow,bearLow,bullishHarami,bearHarami,is_EMA8_above_EMA24,is_EMA8_above_EMA48,is_EMA24_above_EMA48,is_price_above_EMA8,is_price_above_EMA24,is_price_above_EMA48,%Distance_price_EMA8,%Distance_price_EMA24,%Distance_price_EMA48,Dif_price_EMA8,Dif_price_EMA24,Dif_price_EMA48,target_up
1006,0,0,0,0,0,1,0,0,1,1,1,1,1,1,3.216976554179376,10.386085133227166,11.588789180546364,1.2301664787362796,3.7136816629896146,4.099063286869203,1
1007,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.16297840683803205,6.5586609137784775,7.970102045635204,0.06235170568377413,2.3585871299504433,2.828693356792911,0
1008,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0.3207926483652593,5.445236748751179,7.02913440435195,-0.12261534002372798,1.9675001595544046,2.5022160769238155,0
1009,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0.11673096467667787,5.442055499702356,7.2050829893213,0.044632513314880384,1.9757001467900466,2.5727378697024363,0
1010,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0.23483617077053706,4.582892974707004,6.46337345261679,-0.08973026742176415,1.6704441350468429,2.3142587729798834,0
1011,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0.873648911865924,5.502307391917508,7.568114911534788,0.3346542364497367,2.0152086042430994,2.718574741429684,0
1012,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1.5457489690831159,6.109633306523034,8.377438662097468,0.5947310727942394,2.2495919159036504,3.0200614866774487,0
1013,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0.6790612714448027,3.2877250993423464,5.547915160230487,-0.26076472116003657,1.2140245626313586,2.004752854568167,0
1014,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1.2618438555614693,2.1238478705918746,4.357780037383736,-0.48281700534669625,0.7857025976208547,1.5776200849939528,0
1015,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.5758349782744859,2.4460999443056552,4.700391947835572,-0.2199687819363234,0.9068463898111787,1.7050641631574663,1
1016,0,0,0,0,0,1,0,0,1,1,1,0,0,0,5.2491122296447355,3.5175805122100114,1.6271422805308242,-1.975531274839362,-1.3001013213737167,-0.5898364149305948,1
1017,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0.9439421617161137,0.5471049347407171,2.458671147069124,-0.3543021026528379,0.2023067843361801,0.8921977244543342,1
1018,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0.8814440014808606,0.32908329061523756,2.171280491680973,-0.33001274650776224,0.12172224158928202,0.788638633660284,0
1019,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2.9750049596221886,2.413426863535654,0.7961123070200681,-1.104454358394925,-0.8908155377378577,-0.2890609024074777,0
1020,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0.870464230207311,0.5007495463257741,1.0586916144348626,-0.32235338986271955,-0.18475029471883175,0.3845742364662925,0
1021,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0.04695435402156043,0.28731252512846034,1.8062492550327256,-0.017385969893233266,0.10602972885867246,0.656632430896245,0
1022,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1.6405902709951246,1.632634105105721,0.27276700771244383,-0.6046335321391823,-0.601652649450017,-0.09914848465053439,0
1023,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0.9833144225336847,1.1536701418529842,0.10779429731248155,-0.36138163610824847,-0.4247204374940168,0.03918410655968785,0
1024,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1.4303062888335998,1.5355308045540828,2.84418089678706,0.5278142830269204,0.5660571975055007,1.0351357756797057,0
1025,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0.8364589975381325,1.0872232268850919,2.3830589066458545,0.30941110902093527,0.40117262170505796,0.8681914583050272,0
1026,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.0828476374578116,0.3269602585045235,1.573875210546794,0.03065308479406781,0.12067881196865216,0.5737754804150299,0
1027,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0.3774187291041011,0.22268468427952523,0.9567239944427182,-0.13949204516017488,-0.08217549298883853,0.34892750162257613,0
1028,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0.6313898224151758,0.6040795296700325,0.49677142718139045,-0.2329382573468024,-0.22280145354973513,0.18121617502573883,0
1029,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0.15383618908178662,0.15667250424924453,0.8968612500911118,-0.05672975571417993,-0.057777337265754625,0.3272889842083657,0
1030,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.7328289496640463,0.8682646938907591,0.09800722442387466,-0.2696786988888107,-0.3199551502844997,0.03576698485292695,0
1031,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1.1172799122999084,1.1972374940069395,2.1946081208288324,0.41247212308647363,0.4416412617382548,0.801654046695667,0
1032,0,0,0,0,1,0,0,0,1,1,1,1,1,1,2.390518453346287,2.9146810244002386,4.015039430135953,0.8885894290672596,1.0779099607991967,1.4691375549938073,0
1033,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2.5932023709339473,3.5659831889959874,4.7850918946527425,0.9711251114967538,1.3228771639352601,1.7544788792797732,0
1034,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2.128525675588121,3.419306160483696,4.737175674303436,0.8019861978308072,1.2722469908204346,1.7404185168601884,0
1035,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3.4784500195923096,5.34613506603391,6.87334660543695,1.3237670427573036,1.9984672315548053,2.532646332498558,0
1036,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.741876398913123,2.5501128912926836,4.0866800758048765,0.282929922144568,0.9553898530304181,1.5084566862741227,1
1037,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0.6069033495469113,0.9210880608255178,2.410213813600776,-0.2310545049986672,0.3453586647879874,0.8905604949976293,0
1038,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.02258540843548743,1.3855401502762792,2.8794111661048714,-0.008597948332294436,0.5201299716049448,1.0652314952018074,1
1039,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3.5885413034788276,2.9727266385563573,1.7248468688236542,-1.3522428487029003,-1.113080426123453,-0.6376350964390838,0
1040,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2.5201378915236847,2.3959009388899912,1.2919026742720097,-0.9428555489911474,-0.8952339920335746,-0.47732345984972824,1
1041,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6141029993807596,1.788434938910197,0.7981085794851723,-0.6011098714375578,-0.6672152726708873,-0.29477964516198085,0
1042,0,0,1,0,0,0,0,0,1,1,1,1,1,1,4.30892206502924,4.966665935263339,6.20388454752934,1.6246923222152319,1.8609619491427836,2.2974562587221783,0
1043,0,0,0,0,1,0,0,0,1,1,1,1,1,1,4.026496026761282,5.403202426729599,6.8372525003313,1.5358718061673997,2.0340849932113656,2.5393968195906638,0
1044,0,0,1,0,0,0,0,0,1,1,1,1,1,1,4.321513937124247,6.425574676187287,8.105497473082206,1.6690114047968692,2.4325581937544527,3.0208500106277825,0
1045,0,0,1,0,0,0,0,0,1,1,1,1,1,1,4.4517331608915285,7.250719650169976,9.20544930607368,1.741453314842012,2.7623535382540965,3.444284704071549,0
1046,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2.0191964929601145,4.910910715630425,6.963241495094115,0.7944636893215673,1.8789652551937692,2.6130894100278113,0
1047,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3.1432007679502627,6.429561971307198,8.71692424698654,1.2479162028056692,2.473848034778264,3.2833714749246425,1
1048,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.426385426451286,3.44203954586194,5.724250805555963,0.16949037995996719,1.3283401919960056,2.1613971290093588,0
1049,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0.038131669256666195,2.802241176698737,5.098476641968303,0.015159184413313653,1.084072976636321,1.9292992870089805,0
1050,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3.3813061623039338,6.653500607451741,9.23910134564987,1.357346032321459,2.588947138505411,3.509940132437187,0
1051,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3.3911162917592885,7.047159914018986,9.8556668846504,1.3746024695833512,2.7590313674249742,3.759942576011177,0
1052,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2.1256680068779823,5.842583970300233,8.766864628731694,0.8669130318981644,2.2991088580309764,3.357087776990312,0
1053,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2.0606570803087307,5.859515443408854,8.926069121188108,0.8453768025874595,2.3175801493884904,3.431084194256009,0
1054,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1.5578506796802036,5.31951303948785,8.481113789937211,0.6419597353458073,2.1137737374374126,3.271856267959855,1
1055,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.11690633266051162,3.5401650358559875,6.673861545391413,0.0481909052689673,1.4110718384424175,2.5819845835533357,1
1056,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3.8568090831765165,1.5229127543363472,1.2686671331480728,-1.572518184790809,-0.6062139086329807,0.4910872536123847,1
1057,0,1,0,0,0,0,0,0,1,1,1,0,0,0,4.1158358240476245,2.7016821792650916,0.1707740672942861,-1.6586252548372968,-1.0729167959423478,-0.06609998122893757,0
1058,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.31118207312611645,1.7281120811421071,4.338351152622898,0.12551369068210505,0.6873165477330332,1.6823122629028617,0
1059,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1.1501265865755572,0.07560654786620429,2.3779143799689684,-0.4623782405805841,-0.030068776085613536,0.9230342113558052,0
1060,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1.1498131736452821,0.3704059632672893,1.9579884113826682,-0.4607386315626769,-0.14726327399876737,0.7606654680351568,0
1061,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2.369855145439026,3.558910503018563,6.035113808915511,0.9560921754512464,1.4193177879211305,2.3506383060745435,0
1062,0,0,1,0,0,0,0,0,1,1,1,1,1,1,4.070216102202453,5.965213842323949,8.662650498486016,1.661405025350966,2.391372364887438,3.3865306201123175,0
1063,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.6113513681182384,2.407758688386684,5.010589621049988,0.24998168638408913,0.9672625756964379,1.9629987580669237,0
1064,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0.4369070058876818,2.165251302724641,4.747498717636925,0.17887464496540417,0.8714815696407214,1.8636926863090864,0
1065,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3.4774958554210667,5.7801158612814705,8.602573366523053,1.438013612750872,2.3381630440694607,3.3894603317658607,0
1066,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1.1959213239041557,3.4876496290264107,6.287028532451517,0.49623280991734475,1.4151100005439048,2.483768073326438,0
1067,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.8904011720193518,3.1546120663402335,5.966668541214888,0.37040329660237603,1.283501200500389,2.363206111149843,1
1068,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0.9365836540583081,0.9342461655516561,3.610638982838175,-0.38857521375370396,0.3804211044603605,1.4322589229396527,0
1069,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1.5413239960949179,0.11202725687224777,2.4210100445297673,-0.6366696106973251,-0.04561258389647094,0.9613503954727349,0
1070,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1.225870033726443,2.80492915494573,5.425701418930325,0.5081458583465235,1.1448364228152457,2.1594585425963047,0
1071,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.12781811380891042,1.586554709082214,4.136560410799039,0.05300233426952161,0.6484495089900335,1.6492765612658502,0
1072,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0.6982279546078024,2.1758113085328428,4.728024580194828,0.29011292665407495,0.8909735482708285,1.8888979261121435,0
1073,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2.306088440320402,4.121284606466074,6.796181918409708,0.9645322762864978,1.6936956644091552,2.7230245413728724,0
1074,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3.3238036261084423,5.644204488950717,8.498857418644102,1.4035251037783851,2.331000011256421,3.417594968255621,0
1075,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4.210069040413934,7.174791668709376,10.277437340679562,1.79940841404985,2.9817200103559003,4.150958438939064,0
1076,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2.2050549172780616,5.2923600218831375,8.450036656357213,0.948428766483218,2.2095824095274352,3.4252050332680852,0
1077,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.93496986356722,3.9081093526852424,7.066306806415483,0.40322237393139204,1.6372158167652415,2.872951766604082,1
1078,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0.29411901485777175,3.0602356198807383,6.195300758854444,0.12695073527996925,1.285438551424015,2.525484347559015,0
1079,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0.9111232653001139,3.6361736810832896,6.81673523468774,0.39429501632886854,1.5322034673100973,2.7868931496994733,0
1080,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3.547936926453458,6.798154774274315,10.24747822788875,1.5511183460335616,2.8816271899252897,4.207836286446437,1
1081,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.1620284271971653,3.077252471917868,6.401270705467099,0.07086982469277103,1.3078970147312603,2.6356797033261756,0
1082,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1.1712390720887156,4.093561974837952,7.490487467875956,0.5140098636499317,1.7460652535527572,3.094019307272049,0
1083,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1.2735443316789936,1.112021518189836,4.320560049570581,-0.5568812171611626,0.47478003326853724,1.787936886567067,0
1084,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1.9619789072127087,0.14055368016556158,2.8890032268146966,-0.8531298355697956,-0.06000236939294723,1.1970006871153487,1
1085,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3.1641523437754207,2.0726022327871987,0.6873624633903008,-1.3635454276654002,-0.8832021798415184,0.28487821009023406,1
1086,0,0,0,0,0,1,0,0,1,1,1,0,0,0,5.58075942711789,5.5605967899443565,3.2332373799594887,-2.367201999295311,-2.358146005454202,-1.3381780433828396,0
1087,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4.169643411161828,4.876008727939937,2.826560519640187,-1.7478237772296836,-2.0590943250178597,-1.1684564905917014,1
1088,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5.231239466420659,6.769494135365075,5.112215336546029,-2.1605296045119786,-2.841966779016431,-2.108723572608362,0
1089,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.579868477855861,6.793774099654907,5.474364240805998,-1.867078581287096,-2.835409436695123,-2.252857304338633,0
1090,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.829811776361404,7.690103465554046,6.738581403484125,-1.9421722298899553,-3.188176681759508,-2.7651896592635765,0
1091,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.8904705919167077,6.086147577859651,5.400686034331419,-1.1528006232477495,-2.50992254721875,-2.2111002854160873,0
1092,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8877406955744513,5.198790989323435,4.744670871581625,-0.7488449291926926,-2.1343287434412446,-1.9386063962154196,1
1093,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.402864799014163,6.998930727590578,6.848049714078099,-1.3368793893720934,-2.8559824439659494,-2.7898877677984615,0
1094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.8880803529416683,6.726130217623451,6.8474164907520025,-1.1253506361782968,-2.7287038484486743,-2.781525001765864,0
1095,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7263570760090163,2.815958962365219,3.0536012884464157,0.2836161718613255,-1.13960754057279,-1.2388096955713408,0
1096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.052562708749791576,3.3048789959146796,3.6676243063081553,-0.02052075521896768,-1.3336389373269668,-1.4855929733031132,0
1097,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.3286947203678783,1.4692711290502634,1.8854978184664246,0.5207060792741345,-0.592147822340813,-0.7631197907193155,0
1098,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.9748640195251579,0.2560632017748561,0.6711650634499278,0.7783269505465498,-0.1031759965535528,-0.2715638808940355,0
1099,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2.1346817199147847,0.4720401782064661,0.09111330600478951,0.8464765170917588,0.1902780831707318,0.03686729791797205,0
1100,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.6718976089625028,0.4569186268952248,0.11109426977550102,0.6661484021824791,0.18425583651706745,0.04495434698254286,1
1101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8489606639278277,2.093000315731909,2.5035451032328835,-0.3374401316358515,-0.8424846304043001,-1.011982565139192,0
1102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8242737403398248,3.283396301862122,3.8075449670655375,-0.7213423246056578,-1.317885859971959,-1.5365955216641183,0
1103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4841564558241753,3.0978098617341674,3.7293470176927817,-0.5843773635821776,-1.2400549911742047,-1.502652847310479,1
